child,parent,coef,r2,n_parents
cash_debt,totaldebt_invcap,-0.04438373073935509,0.0197056852303652,12
debt_ebitda,asset_liabilities,-0.0011917413212358952,0.024359967205676902,12
debt_ebitda,asset_turnover,-3.9896753150969744e-05,0.024359967205676902,12
debt_ebitda,capitalization_ratio,0.010460239835083485,0.024359967205676902,12
debt_ebitda,cash_debt,-0.00820987019687891,0.024359967205676902,12
debt_ebitda,debt_ratio,-0.0033644335344433784,0.024359967205676902,12
debt_ebitda,debt_ratio2,0.0018186308443546295,0.024359967205676902,12
debt_ebitda,leverage_ratio,0.023450681939721107,0.024359967205676902,12
debt_ebitda,longtermdebt_invcap,0.02196398749947548,0.024359967205676902,12
debt_ebitda,rect_turn,-0.0015882725128903985,0.024359967205676902,12
debt_ebitda,roa,-0.004229562822729349,0.024359967205676902,12
debt_ebitda,roe,0.011509359814226627,0.024359967205676902,12
debt_ebitda,totaldebt_invcap,0.009762872941792011,0.024359967205676902,12
debt_ratio,asset_liabilities,-0.18279044330120087,0.3422005690351062,12
debt_ratio,asset_turnover,0.026267176494002342,0.3422005690351062,12
debt_ratio,capitalization_ratio,0.001034767716191709,0.3422005690351062,12
debt_ratio,cash_debt,-0.00010137082426808774,0.3422005690351062,12
debt_ratio,debt_ebitda,0.003983800765126944,0.3422005690351062,12
debt_ratio,debt_ratio2,-0.0005191710661165416,0.3422005690351062,12
debt_ratio,leverage_ratio,0.009573605842888355,0.3422005690351062,12
debt_ratio,longtermdebt_invcap,0.07944046705961227,0.3422005690351062,12
debt_ratio,rect_turn,-0.0020977305248379707,0.3422005690351062,12
debt_ratio,roa,-0.040868137031793594,0.3422005690351062,12
debt_ratio,roe,0.1203344389796257,0.3422005690351062,12
debt_ratio,totaldebt_invcap,0.0003834051312878728,0.3422005690351062,12
debt_ratio2,asset_liabilities,-0.005912495777010918,0.2836997048557339,12
debt_ratio2,asset_turnover,0.012327021919190884,0.2836997048557339,12
debt_ratio2,capitalization_ratio,0.750135600566864,0.2836997048557339,12
debt_ratio2,cash_debt,-0.07037298381328583,0.2836997048557339,12
debt_ratio2,debt_ebitda,0.26517170667648315,0.2836997048557339,12
debt_ratio2,debt_ratio,-0.14248999953269958,0.2836997048557339,12
debt_ratio2,leverage_ratio,0.003470005700364709,0.2836997048557339,12
debt_ratio2,longtermdebt_invcap,0.3411716818809509,0.2836997048557339,12
debt_ratio2,rect_turn,0.0059320940636098385,0.2836997048557339,12
debt_ratio2,roa,0.05008629336953163,0.2836997048557339,12
debt_ratio2,roe,-0.02664674073457718,0.2836997048557339,12
debt_ratio2,totaldebt_invcap,0.0011445428244769573,0.2836997048557339,12
leverage_ratio,asset_liabilities,-0.0023148953914642334,0.43647685423059646,12
leverage_ratio,asset_turnover,0.0017393185989931226,0.43647685423059646,12
leverage_ratio,capitalization_ratio,0.18691380321979523,0.43647685423059646,12
leverage_ratio,cash_debt,0.0006168005638755858,0.43647685423059646,12
leverage_ratio,debt_ebitda,0.0004779525042977184,0.43647685423059646,12
leverage_ratio,debt_ratio,0.13354739546775818,0.43647685423059646,12
leverage_ratio,debt_ratio2,-0.019631292670965195,0.43647685423059646,12
leverage_ratio,longtermdebt_invcap,0.011177262291312218,0.43647685423059646,12
leverage_ratio,rect_turn,-0.0017244425835087895,0.43647685423059646,12
leverage_ratio,roa,-0.0015150802209973335,0.43647685423059646,12
leverage_ratio,roe,-0.1066829264163971,0.43647685423059646,12
leverage_ratio,totaldebt_invcap,0.4073958694934845,0.43647685423059646,12
longtermdebt_invcap,asset_liabilities,-0.05694567784667015,0.040584081076469936,12
longtermdebt_invcap,asset_turnover,0.0004338734725024551,0.040584081076469936,12
longtermdebt_invcap,capitalization_ratio,0.0038085037376731634,0.040584081076469936,12
longtermdebt_invcap,cash_debt,0.000103964121080935,0.040584081076469936,12
longtermdebt_invcap,debt_ebitda,0.007970782928168774,0.040584081076469936,12
longtermdebt_invcap,debt_ratio,0.000297270598821342,0.040584081076469936,12
longtermdebt_invcap,debt_ratio2,0.002062111860141158,0.040584081076469936,12
longtermdebt_invcap,leverage_ratio,0.029672572389245033,0.040584081076469936,12
longtermdebt_invcap,rect_turn,0.0009553074487484992,0.040584081076469936,12
longtermdebt_invcap,roa,-0.0408998541533947,0.040584081076469936,12
longtermdebt_invcap,roe,-1.5991034160833806e-05,0.040584081076469936,12
longtermdebt_invcap,totaldebt_invcap,0.003712182631716132,0.040584081076469936,12
rect_turn,asset_liabilities,0.38237693905830383,0.2954335555396609,12
rect_turn,asset_turnover,0.3034321069717407,0.2954335555396609,12
rect_turn,capitalization_ratio,-0.021834703162312508,0.2954335555396609,12
rect_turn,cash_debt,0.015846149995923042,0.2954335555396609,12
rect_turn,debt_ebitda,-0.005380144342780113,0.2954335555396609,12
rect_turn,debt_ratio,-0.3202221691608429,0.2954335555396609,12
rect_turn,debt_ratio2,0.1296796053647995,0.2954335555396609,12
rect_turn,leverage_ratio,0.04574234038591385,0.2954335555396609,12
rect_turn,longtermdebt_invcap,-0.0005516783567145467,0.2954335555396609,12
rect_turn,roa,0.3022884726524353,0.2954335555396609,12
rect_turn,roe,-0.07995683699846268,0.2954335555396609,12
rect_turn,totaldebt_invcap,0.007877460680902004,0.2954335555396609,12
roa,asset_liabilities,0.048412587493658066,0.45929516941669946,12
roa,asset_turnover,0.3645492494106293,0.45929516941669946,12
roa,capitalization_ratio,-0.10021767020225525,0.45929516941669946,12
roa,cash_debt,0.002465595956891775,0.45929516941669946,12
roa,debt_ebitda,-0.08744141459465027,0.45929516941669946,12
roa,debt_ratio,-0.00831790454685688,0.45929516941669946,12
roa,debt_ratio2,0.014657236635684967,0.45929516941669946,12
roa,leverage_ratio,-0.21452762186527252,0.45929516941669946,12
roa,longtermdebt_invcap,-0.012309975922107697,0.45929516941669946,12
roa,rect_turn,0.002313960110768676,0.45929516941669946,12
roa,roe,0.4693133533000946,0.45929516941669946,12
roa,totaldebt_invcap,-0.007240528240799904,0.45929516941669946,12
totaldebt_invcap,asset_liabilities,-0.013131827116012573,0.43549085054573033,12
totaldebt_invcap,asset_turnover,0.0057347784750163555,0.43549085054573033,12
totaldebt_invcap,capitalization_ratio,-0.3058881163597107,0.43549085054573033,12
totaldebt_invcap,cash_debt,-0.01490809302777052,0.43549085054573033,12
totaldebt_invcap,debt_ebitda,0.026468312367796898,0.43549085054573033,12
totaldebt_invcap,debt_ratio,0.28574714064598083,0.43549085054573033,12
totaldebt_invcap,debt_ratio2,0.460893452167511,0.43549085054573033,12
totaldebt_invcap,leverage_ratio,0.001236241776496172,0.43549085054573033,12
totaldebt_invcap,longtermdebt_invcap,-0.003355762455612421,0.43549085054573033,12
totaldebt_invcap,rect_turn,0.007334325462579727,0.43549085054573033,12
totaldebt_invcap,roa,-0.005255823954939842,0.43549085054573033,12
totaldebt_invcap,roe,0.08339569717645645,0.43549085054573033,12
